Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
46807,0,0.044248274,64y,0,0.0103843559999999,7414.0,5,0,0,0,0.0
72738,0,0.005666289,91y,0,0.0003661659999999,5461.0,1,0,0,0,0.0
142595,0,0.0,57y,0,0.057581574,4167.0,2,0,0,0,0.0
9881,0,0.323871845,49y,0,0.506503849,3766.0,13,0,2,0,0.0
104015,0,0.11197524,32y,0,0.1106969209999999,6169.0,8,0,0,0,0.0
118503,0,0.0,71y,0,0.552567237,3680.0,6,0,1,0,0.0
8336,0,0.372140618,34y,0,0.560469141,5200.0,12,0,1,1,0.0
96624,0,0.087624148,53y,0,0.061787642,5000.0,11,0,0,0,0.0
119461,0,0.04462572,40y,0,0.015246188,4000.0,8,0,0,0,0.0
89905,0,0.0986295869999999,39y,0,0.359330597,9500.0,9,0,2,0,1.0
99262,0,0.0,53y,1,0.205649529,12000.0,6,0,3,0,4.0
44729,0,0.056618572,36y,4,0.449612403,5417.0,18,1,1,0,2.0
116039,0,0.500813916,45y,0,323.0,,3,0,0,0,0.0
41679,0,0.9999999,40y,3,0.34824345,15000.0,8,0,3,0,2.0
71673,1,0.7988290240000001,56y,7,2101.0,,12,0,1,0,0.0
22135,0,0.0,38y,0,0.504471331,1900.0,6,0,1,0,0.0
83221,0,0.099322298,86y,0,26.0,,1,0,0,0,
55168,0,0.626698622,62y,0,0.419637194,7882.0,10,0,0,0,0.0
60994,0,0.0560205479999999,42y,0,0.6356769320000001,1720.0,11,0,1,0,0.0
100862,0,0.032906053,75y,0,0.2743538769999999,4023.0,8,0,1,0,2.0
58899,0,0.287337336,48y,0,6319.0,,8,0,2,0,0.0
130393,0,0.377324599,59y,0,0.4068174579999999,9416.0,19,0,1,0,1.0
119568,0,0.299937737,58y,0,0.357211457,17700.0,11,0,3,0,1.0
11897,0,0.9999999,32y,0,837.0,0.0,3,0,0,0,0.0
69978,0,0.026662889,44y,0,5853.0,0.0,13,0,1,0,4.0
105752,0,0.628124912,77y,0,2217.0,,16,0,1,0,0.0
107002,0,0.167888075,41y,0,0.000901133,7767.0,3,0,0,0,0.0
134073,1,0.8820786140000001,26y,0,0.029313791,1500.0,3,0,0,0,0.0
77895,0,0.035792841,26y,0,0.001110864,4500.0,1,0,0,0,0.0
60172,0,0.111707902,60y,0,58.0,,3,0,0,0,0.0
129169,0,0.7910801209999999,52y,3,3057.0,,10,0,1,1,0.0
136414,0,0.0,55y,0,0.27383565,4100.0,2,0,1,0,0.0
16208,0,0.195277021,24y,0,6.0,,5,0,0,0,
30875,0,0.04408497,57y,0,0.318041464,6800.0,10,0,3,0,1.0
77852,0,0.057179099,75y,0,1.174481168,1300.0,21,0,2,0,0.0
16957,0,0.903048476,25y,0,0.350383632,2736.0,11,0,0,0,0.0
34954,0,0.163279523,54y,2,0.138803825,16000.0,21,0,1,0,1.0
147328,0,0.9999999,43y,0,0.038264116,15000.0,7,0,0,0,3.0
114897,0,0.0,49y,0,0.311344328,2000.0,6,0,1,0,0.0
19155,1,0.346678438,30y,0,0.638969118,4500.0,17,0,0,0,0.0
26441,0,0.4678906989999999,44y,0,0.445710858,5000.0,7,0,1,0,0.0
148186,0,0.048814931,69y,0,911.0,,6,0,1,0,0.0
8347,0,0.227335453,72y,0,0.146550493,7000.0,6,0,0,0,0.0
101365,0,0.9999999,42y,0,0.065733567,4000.0,1,0,0,0,1.0
95170,0,0.028728331,31y,0,127.0,,7,0,0,0,0.0
109781,0,0.00629937,30y,0,0.2475841389999999,3000.0,5,0,0,0,0.0
61014,0,0.536573171,61y,0,0.1038156819999999,10980.0,4,0,0,0,0.0
18749,0,0.0,86y,0,0.0,,4,0,0,0,0.0
95381,0,0.3086913089999999,56y,0,0.002051516,4386.0,2,0,0,0,0.0
73124,0,0.2051703539999999,70y,0,0.355457817,2500.0,13,0,0,0,0.0
58016,0,0.0200685,67y,0,49.0,,8,0,0,0,0.0
15220,0,0.019658889,66y,0,0.178023033,4167.0,9,0,1,0,0.0
19662,0,0.042147563,76y,0,27.0,,5,0,0,0,
55769,0,0.9999999,39y,0,0.236919459,1700.0,3,0,0,2,1.0
79294,1,0.859210204,35y,0,0.960259935,4000.0,11,0,2,0,1.0
59192,0,0.72282881,54y,2,0.204139793,13333.0,13,0,1,0,0.0
104502,0,0.006956378,51y,0,1673.0,,5,0,1,0,2.0
86908,0,0.123255191,69y,0,1906.0,,11,0,1,0,0.0
121070,0,0.057431419,41y,0,0.1969015489999999,2000.0,7,0,0,0,2.0
5707,0,0.003114197,57y,0,0.408124882,5316.0,6,0,2,0,1.0
75838,0,1.17223414,65y,0,0.040165568,6522.0,7,0,0,0,1.0
12459,0,0.078069481,46y,0,0.371661602,6252.0,7,0,1,0,6.0
149944,0,0.291860427,36y,1,0.119286696,24000.0,12,0,2,0,0.0
88013,0,0.0086998259999999,42y,0,0.243694362,10783.0,8,0,1,0,2.0
50884,0,0.045641689,65y,0,0.135063403,3390.0,4,0,0,0,0.0
149743,0,0.994727752,62y,0,0.402064451,3971.0,8,0,0,0,0.0
15383,0,0.9999999,47y,0,0.0,3400.0,0,0,0,0,2.0
46605,0,0.02741847,63y,0,0.233764136,6189.0,5,0,2,0,3.0
9530,1,0.6093850439999999,28y,0,0.135157546,4823.0,4,0,0,0,0.0
92919,0,0.07527318,73y,0,0.460634841,4000.0,6,0,2,0,0.0
102737,0,0.023184985,91y,0,52.0,,9,0,0,0,0.0
74659,0,0.027774657,87y,0,0.007401316,4863.0,4,0,0,0,1.0
51936,0,0.049546847,54y,0,0.267192534,9000.0,14,0,1,0,2.0
49513,0,0.0945450509999999,81y,0,0.003332889,7500.0,5,0,0,0,0.0
105440,0,0.0,50y,0,0.921882581,2060.0,8,0,2,0,1.0
11308,0,0.72697777,59y,2,0.414868106,7505.0,14,2,2,0,2.0
27313,0,0.107535548,36y,0,0.7080945559999999,5583.0,14,0,3,0,3.0
75612,0,0.0,43y,0,0.043436525,4166.0,2,0,0,0,4.0
25827,0,0.489276602,71y,0,0.138686131,1780.0,4,0,0,0,0.0
146314,0,0.014865676,85y,0,0.001123596,5339.0,4,0,0,0,0.0
85763,0,0.76019074,29y,1,0.158368326,5000.0,4,0,0,0,1.0
112845,0,0.136363275,55y,0,0.370481476,6666.0,18,0,2,0,0.0
19517,0,0.005817917,56y,0,1.173572877,3450.0,5,0,2,0,3.0
134298,0,0.044398731,64y,0,0.106960604,9797.0,3,0,1,0,1.0
55558,0,0.039741722,66y,0,0.278811441,3600.0,5,0,0,0,0.0
69805,0,0.421594952,51y,0,0.378316032,10403.0,14,0,1,0,1.0
122839,0,0.0,50y,0,0.31511907,10833.0,15,0,1,0,0.0
51934,1,0.6987068390000001,73y,0,1745.0,,2,1,1,0,0.0
55808,0,0.137100696,42y,0,0.264952687,5600.0,13,0,1,0,0.0
15210,0,0.026374747,69y,0,0.017193123,2500.0,7,0,0,0,0.0
145315,0,0.245290958,42y,0,0.430424972,5317.0,8,0,2,0,3.0
82932,0,0.668573703,57y,5,0.914111598,5250.0,25,0,2,0,0.0
30116,0,0.249169435,53y,0,0.319661625,3900.0,5,2,3,1,0.0
30143,0,8.57e-05,48y,0,6002.0,0.0,10,0,1,0,2.0
45766,0,0.0,50y,0,1586.0,,6,0,1,0,
44379,0,0.033380158,56y,0,1769.0,,8,0,2,0,
147011,1,1.005994006,43y,0,0.18118983,4050.0,7,1,0,0,3.0
106369,0,0.024005466,51y,0,0.004051317,5923.0,5,0,0,0,0.0
19440,0,0.865440633,50y,0,0.502171953,12200.0,11,0,2,0,3.0
74921,0,0.008989823,45y,0,0.289210551,10500.0,21,0,1,0,0.0
111651,1,0.0362733239999999,50y,0,0.206745581,6166.0,5,0,1,0,3.0
15621,0,0.062243325,59y,0,3057.0,,8,0,1,0,0.0
111583,0,0.103282039,54y,0,0.186817672,9800.0,10,0,1,0,1.0
46799,0,0.022654727,35y,0,1.067613786,3800.0,11,0,2,0,0.0
112224,0,0.034707053,55y,0,0.190254174,6648.0,6,0,1,0,1.0
11578,0,0.311430877,78y,1,0.18792483,2500.0,13,0,0,0,0.0
122497,0,0.0,86y,0,26.0,,6,0,0,0,0.0
103910,0,0.413548981,37y,0,1.08687305,4166.0,17,0,2,0,2.0
67857,0,0.0,60y,0,0.378928531,8940.0,15,0,2,0,2.0
64942,0,0.9999999,38y,0,110.0,,0,0,0,0,0.0
47469,0,0.9999999,39y,0,0.214915644,5215.0,6,0,0,0,0.0
16758,1,0.8305221690000001,42y,1,1.131103422,2600.0,8,0,1,0,2.0
134207,0,0.0210196829999999,65y,0,4143.0,,20,0,2,0,0.0
102566,0,0.206685764,50y,0,0.375104149,6000.0,9,0,2,0,2.0
144011,0,0.073643022,71y,0,0.365880824,5386.0,6,0,1,0,0.0
21432,0,0.261821129,50y,0,0.019996924,6500.0,4,0,0,0,0.0
113935,1,0.7770571540000001,56y,0,0.2905063969999999,9300.0,8,0,1,0,0.0
113816,0,0.133949071,77y,0,0.24780803,6500.0,17,0,1,0,0.0
133124,0,0.597407747,50y,0,0.785423882,6640.0,9,0,3,0,0.0
141050,0,0.076973732,69y,0,0.008257099,16833.0,8,0,1,0,0.0
67089,0,0.253474653,31y,0,0.054171969,5500.0,4,0,0,0,1.0
73708,0,0.051311663,83y,0,0.3684210529999999,3400.0,6,0,1,0,0.0
139580,0,0.0,64y,0,0.0,1500.0,2,0,0,0,0.0
61803,0,0.002287291,66y,1,3.0,,6,0,0,0,0.0
121190,0,0.4995714529999999,30y,0,0.545429439,3620.0,10,0,2,0,0.0
10276,0,0.807897234,25y,0,0.537885096,1200.0,10,0,0,0,0.0
149214,1,0.405810904,65y,1,0.36600607,5600.0,21,0,1,0,0.0
20229,0,0.4339979879999999,29y,0,0.189270243,3000.0,10,0,0,0,3.0
26454,0,0.069607819,41y,2,0.434588385,4700.0,13,0,2,0,1.0
146687,0,0.0,49y,0,0.246795746,11000.0,15,0,2,0,3.0
69794,0,0.02194933,69y,0,0.168839779,9049.0,12,0,1,0,0.0
11569,1,0.9999999,27y,0,0.164275798,2160.0,1,0,0,1,0.0
53663,0,1.088473873,37y,1,0.115959354,3345.0,7,0,0,1,0.0
133723,0,0.300644005,71y,0,0.116576685,5000.0,17,0,0,0,1.0
25923,0,0.213049325,28y,0,0.5564831720000001,3832.0,12,0,1,0,2.0
76143,0,0.962456852,63y,0,0.370525895,5000.0,13,0,1,0,0.0
134377,0,0.085486597,64y,0,0.2438991689999999,7457.0,11,0,2,0,0.0
148575,0,0.3077573939999999,47y,0,0.181313158,18900.0,10,0,2,0,3.0
15027,0,0.9999999,34y,0,0.196873296,5500.0,7,2,0,0,0.0
44623,0,0.327210171,53y,1,0.509440621,11333.0,13,0,2,0,2.0
80233,1,0.618845629,35y,2,6197.0,,9,0,3,0,0.0
21085,1,0.981672776,58y,1,0.923397169,1200.0,10,9,0,1,1.0
101099,1,1.0062041,54y,2,0.7278694790000001,15690.0,15,0,2,0,3.0
14828,0,0.7337510829999999,39y,2,1044.0,,5,0,0,0,0.0
107679,0,0.058950907,40y,0,120.0,0.0,4,0,0,0,2.0
6402,0,0.0,77y,0,0.0,0.0,3,0,0,0,0.0
48706,0,0.9999999,64y,0,0.46975089,5900.0,8,0,1,0,1.0
16999,0,0.014195522,53y,0,10.0,,2,0,0,0,0.0
104561,0,0.055820006,70y,0,0.009172559,5232.0,4,0,0,0,0.0
62793,0,0.0,67y,0,0.506053935,3633.0,4,0,1,0,1.0
42151,0,0.9999999,46y,0,0.00091832,19600.0,0,2,0,0,2.0
110989,0,0.047179674,46y,0,0.252431174,7300.0,5,0,2,0,4.0
14289,0,0.9999999,47y,1,0.356064841,5366.0,6,0,2,0,0.0
53693,0,0.157412315,43y,0,0.3387011889999999,9500.0,14,0,2,0,0.0
94423,0,0.03626943,33y,0,1198.0,,2,0,1,0,0.0
31602,0,0.7436281859999999,32y,2,0.436113714,3200.0,4,1,0,0,3.0
122733,0,0.026085461,78y,0,0.164519326,10089.0,7,0,1,0,0.0
37885,0,0.364235019,30y,0,0.067561777,7000.0,10,0,0,0,1.0
120079,0,0.0,77y,0,2495.0,,6,0,1,0,1.0
121323,0,0.241536923,72y,0,98.0,,2,0,0,0,0.0
120685,0,0.517050885,63y,0,0.776973457,2900.0,12,0,0,0,0.0
13710,0,0.02436216,34y,0,0.008202324,1462.0,2,0,0,0,0.0
68815,0,0.1052382869999999,21y,0,4.108243131,1200.0,10,0,2,0,0.0
74899,0,0.000461503,70y,0,0.1149237469999999,1835.0,6,0,1,0,0.0
116675,0,0.371964912,48y,0,0.588068655,6000.0,11,0,1,0,2.0
140672,0,0.175856226,45y,1,0.423624686,3580.0,8,0,1,0,3.0
79536,0,0.116788186,35y,0,0.142764691,7725.0,14,0,0,0,3.0
16882,0,0.0,38y,0,0.206388545,7262.0,8,0,1,0,0.0
101208,0,0.156273749,77y,0,0.309138505,4201.0,3,0,0,0,0.0
10494,0,0.263167292,35y,0,0.317128578,2200.0,5,0,0,0,0.0
16080,0,0.897461835,59y,0,0.988751531,8978.0,23,0,2,0,3.0
28471,0,0.132386819,53y,0,0.0648983779999999,40000.0,11,0,2,0,1.0
8563,0,0.001073662,46y,1,461.0,,6,0,0,0,0.0
95961,0,0.439161856,61y,0,0.331118494,2708.0,5,0,0,0,0.0
146022,0,0.9999999,61y,1,0.0,3888.0,0,0,0,0,2.0
110364,0,0.01324595,55y,0,0.005759539,4166.0,6,0,0,0,1.0
118333,0,0.045623859,49y,0,3207.0,,12,0,2,0,1.0
148885,0,0.0016358229999999,48y,0,1237.0,,6,0,1,0,4.0
126715,0,0.0014401479999999,68y,0,0.4215811579999999,5476.0,12,0,1,0,0.0
65737,0,0.168230661,47y,1,0.6248579870000001,4400.0,11,0,1,0,0.0
130690,0,0.968741898,45y,0,0.3746111689999999,6750.0,12,0,1,0,1.0
89288,0,0.0808080809999999,63y,0,0.232218378,2600.0,7,0,0,0,0.0
143001,0,0.391524759,47y,0,0.824687933,7209.0,14,0,3,0,1.0
36911,0,0.141624525,56y,0,0.274745051,5000.0,3,0,1,0,0.0
48662,0,0.0310514639999999,46y,1,0.8213033040000001,5416.0,11,0,3,0,2.0
3202,0,0.113670623,53y,0,0.6233657570000001,9560.0,9,0,2,0,0.0
104566,0,0.1192413419999999,59y,0,0.032706321,5900.0,16,0,0,0,0.0
140144,0,0.0,62y,0,0.027497136,9600.0,7,0,0,1,0.0
11317,0,0.328263721,54y,0,0.317280453,6000.0,12,0,0,0,1.0
111427,0,0.184451597,68y,1,0.481733746,6459.0,9,0,1,0,0.0
69654,0,0.266618335,49y,0,4208.0,,7,0,2,0,0.0
57427,0,0.0303563679999999,35y,0,0.249833356,7500.0,7,0,1,0,2.0
144228,1,0.9999999,32y,0,398.0,,2,0,0,1,
79361,0,0.023924402,58y,0,0.199980002,10000.0,6,0,1,0,0.0
121698,0,0.594546901,40y,2,0.480544374,5216.0,11,0,2,0,2.0
98748,0,0.5045118279999999,27y,0,0.126070991,2450.0,9,0,0,1,0.0
149592,0,0.0,33y,0,0.173478656,3302.0,4,0,0,0,1.0
11355,0,0.250608397,64y,0,0.2981270239999999,7100.0,22,0,1,0,0.0
96490,0,0.8179488779999999,75y,0,392.0,,2,0,0,0,0.0
64710,0,0.937780584,38y,1,0.21192542,5416.0,6,0,0,0,4.0
130158,0,0.310745327,46y,0,0.279453795,3148.0,7,0,0,0,1.0
56847,0,0.266300115,63y,0,0.603349163,4000.0,18,0,1,0,0.0
46813,0,0.020113736,47y,0,0.35579415,2700.0,12,0,1,0,2.0
109182,0,0.001199952,75y,0,0.050146131,6500.0,3,0,1,0,0.0
143133,0,0.013228871,43y,0,0.568147846,7358.0,10,0,2,0,0.0
121513,0,0.248214796,35y,0,0.691687808,6700.0,3,0,2,0,3.0
52865,0,0.641036685,35y,0,1.697156034,1300.0,10,0,2,0,2.0
13233,0,0.903202189,65y,1,0.371313427,5458.0,10,0,1,0,0.0
46393,0,0.0,39y,0,0.3233438489999999,3803.0,6,0,0,0,3.0
91799,0,0.051090947,42y,0,1064.0,,12,0,1,0,4.0
137831,0,0.4365533579999999,62y,0,1017.0,,4,0,1,0,0.0
117898,0,0.155965494,45y,0,0.342007944,7300.0,12,0,1,0,1.0
98285,0,0.013058698,48y,0,0.270639354,8054.0,15,0,2,0,4.0
111977,0,0.000285673,36y,0,0.40108179,6100.0,5,0,1,0,0.0
103785,0,0.156456236,38y,0,0.156668319,4033.0,5,0,0,0,1.0
122295,0,0.000621749,52y,0,0.237327546,12901.0,10,0,2,0,3.0
125883,0,0.236122493,41y,0,0.541213064,4500.0,14,0,1,0,1.0
40279,0,0.0443009429999999,51y,0,0.75856036,4000.0,11,0,2,0,1.0
10898,0,0.8184919420000001,33y,0,0.322220499,6448.0,4,0,1,0,0.0
62746,0,0.084768128,58y,0,209.0,,6,0,0,0,0.0
92791,0,0.152794401,55y,0,0.576550528,6916.0,23,0,2,0,0.0
69180,0,0.019375106,76y,0,2447.0,,17,0,1,0,0.0
106168,0,0.0,54y,0,0.499181967,5500.0,8,0,1,0,0.0
19341,0,0.002971259,55y,0,1.403195131,2628.0,7,0,2,0,0.0
11614,0,0.640428696,33y,0,0.488139699,9906.0,10,0,3,0,2.0
106936,0,0.0877311319999999,63y,0,0.738612587,6212.0,16,0,3,0,0.0
99326,0,0.07284582,42y,0,0.342527661,6416.0,21,0,2,0,2.0
129556,0,0.037138986,57y,0,0.7763897559999999,1600.0,4,0,1,0,0.0
12109,0,1.28374608,50y,0,7922.0,,17,0,1,0,5.0
139267,0,0.151550294,46y,0,0.309398291,5500.0,14,0,0,0,1.0
148152,0,0.9999999,33y,0,0.0,3070.0,0,0,0,0,0.0
1513,0,0.956397524,35y,2,3268.0,,15,0,1,0,0.0
41481,0,0.145122372,26y,0,810.0,,5,0,0,0,0.0
71951,0,0.013962446,60y,0,0.001157773,9500.0,3,0,0,0,0.0
149643,0,0.9999999,31y,0,0.186563021,1800.0,4,0,0,0,0.0
88821,0,0.129788434,53y,0,4822.0,,6,0,2,0,0.0
85038,0,0.083996419,60y,0,0.075975748,15833.0,13,0,1,0,0.0
10740,0,0.0,46y,0,4120.0,0.0,10,0,2,0,2.0
108513,0,0.186099891,39y,1,0.22880117,9575.0,14,2,1,0,0.0
138427,0,0.354659792,67y,0,1297.0,,7,0,0,0,0.0
72050,0,0.934112173,64y,0,0.352551574,9209.0,9,0,2,0,0.0
70675,0,0.001478229,32y,0,0.004997501,2000.0,3,0,0,0,0.0
144673,0,0.028959101,28y,1,0.211779676,5500.0,20,0,0,0,1.0
121173,0,0.288283446,64y,0,0.527368208,4950.0,8,0,2,0,0.0
59386,0,0.8676219959999999,36y,0,0.375304136,4931.0,12,0,0,0,2.0
55676,0,0.735912213,31y,0,0.322886819,5583.0,11,0,0,0,0.0
81815,0,0.033256787,42y,0,2829.0,,18,0,1,0,0.0
15823,0,0.139996111,52y,1,0.494322214,5635.0,16,0,3,0,0.0
81809,0,0.155520125,48y,0,0.234047535,8540.0,4,0,1,0,2.0
56880,0,0.025730608,52y,0,1978.0,,9,0,1,0,0.0
141159,0,0.471120305,72y,0,0.414612415,6733.0,12,0,2,0,0.0
85119,0,0.0,87y,0,0.094830049,3500.0,4,0,1,0,0.0
125871,1,0.0573854129999999,28y,0,0.065367854,3900.0,8,0,0,0,0.0
51628,0,0.0,42y,0,0.216590815,4833.0,4,0,1,0,0.0
57168,0,0.608828151,36y,0,0.858056777,2500.0,5,0,1,0,3.0
102182,0,0.009960451,57y,0,0.275903858,4950.0,10,0,1,0,0.0
6789,0,0.087440801,53y,0,0.4832584729999999,9795.0,19,0,3,0,0.0
17786,1,1.016347978,58y,1,0.134957826,3200.0,3,0,0,0,0.0
141878,0,0.008786852,80y,0,0.0467773609999999,5600.0,6,0,0,0,0.0
68502,0,0.0,25y,0,0.0,1200.0,3,0,0,0,0.0
69390,1,0.9999999,36y,0,0.530979347,1500.0,1,4,0,0,1.0
108726,0,0.073644303,54y,0,1.5582561730000002,2591.0,15,0,3,0,0.0
26859,0,0.0,29y,0,0.002210294,3166.0,1,0,0,0,0.0
60899,0,0.9999999,27y,0,0.315854158,2440.0,4,2,0,0,0.0
81251,0,0.014132393,56y,0,0.165657036,8583.0,10,0,1,0,0.0
9495,0,0.296851574,39y,1,0.042307692,2339.0,4,5,0,0,1.0
87957,0,0.9999999,39y,0,0.262956174,6000.0,5,0,2,0,2.0
86061,0,0.1217723659999999,70y,0,0.610465116,6879.0,10,0,1,0,0.0
59723,0,0.032910797,76y,0,208.0,,8,0,0,0,0.0
50555,0,0.516349316,49y,0,0.28525887,16938.0,15,0,2,0,0.0
44235,0,0.5198000770000001,35y,1,0.618531664,5352.0,8,0,2,0,3.0
66604,0,0.158499397,63y,0,0.012759474,5250.0,4,0,0,0,0.0
32365,0,0.167901003,42y,0,161.0,,4,0,0,0,0.0
44357,0,0.925515448,54y,2,0.282474523,6966.0,7,0,0,5,0.0
38547,0,0.053694631,31y,1,0.251959686,6250.0,7,0,1,0,0.0
60,0,0.651603452,58y,0,0.241135663,7783.0,11,0,1,0,0.0
113505,0,0.2833465069999999,67y,1,0.085856148,14500.0,10,0,0,0,0.0
133250,0,0.5603626420000001,37y,1,0.393635059,7666.0,11,0,2,0,2.0
12287,0,0.019108743,59y,0,2665.0,,8,0,1,0,0.0
117321,0,0.116196389,53y,0,0.396784267,15050.0,23,0,3,0,0.0
23526,0,0.010510489,69y,0,0.068417957,5100.0,6,0,1,0,0.0
81116,0,0.428638091,54y,0,2536.0,,5,0,1,0,0.0
78468,0,0.215407541,54y,0,0.320585098,6562.0,8,0,2,0,0.0
83089,0,0.1008446819999999,46y,0,2167.0,,5,0,1,0,0.0
54427,0,0.0,47y,0,0.7796327209999999,9583.0,8,0,2,0,2.0
4951,0,0.307175013,71y,0,0.266953125,12799.0,18,0,2,0,0.0
122611,0,0.063893611,30y,0,0.329896907,2133.0,5,0,0,0,0.0
138271,0,0.5401474279999999,41y,1,0.430742568,7500.0,10,0,1,0,1.0
119268,0,0.081191558,56y,1,0.6037018670000001,6050.0,16,0,2,0,0.0
28652,0,0.039135033,56y,0,0.183981602,10000.0,8,0,2,0,0.0
143009,1,0.073525062,45y,0,0.485348803,13445.0,8,0,4,0,1.0
94957,0,0.410215235,63y,0,0.26602057,5055.0,11,0,0,0,0.0
132024,0,0.357085076,61y,0,0.2834470719999999,6300.0,11,0,1,2,1.0
129588,0,0.320172892,46y,0,0.456443485,8333.0,10,0,3,0,2.0
24398,0,0.9999999,37y,0,10.0,,0,0,0,0,0.0
111320,0,0.498375406,28y,1,0.404397069,1500.0,6,0,0,0,0.0
14222,0,0.270948757,68y,0,0.994357639,4607.0,16,0,2,0,0.0
69681,0,0.004758893,79y,0,0.259337068,4283.0,9,0,2,0,0.0
10450,0,0.0,31y,0,0.0,3241.0,3,0,0,0,0.0
87925,0,0.164827079,55y,0,0.07455784,16000.0,5,0,1,0,0.0
41054,1,0.699255225,53y,0,1135.0,,10,3,0,2,0.0
12602,0,0.008624641,44y,0,0.4972004479999999,6250.0,13,1,2,0,0.0
87934,1,0.7745009070000001,48y,0,0.39514152,8973.0,11,1,2,0,0.0
80844,0,0.0109795439999999,56y,0,0.003237787,10500.0,10,0,0,0,0.0
18538,0,0.445620223,50y,0,0.318379161,3454.0,8,0,2,1,0.0
108235,0,0.0,67y,0,15.0,,6,0,0,0,0.0
31333,0,0.7049123829999999,55y,0,0.658108108,5919.0,12,0,2,0,0.0
23302,0,0.010726721,62y,0,1469.0,,10,0,1,0,0.0
149047,0,0.05463537,55y,0,0.244500407,13500.0,11,0,2,0,2.0
78500,0,0.017748235,63y,0,0.1945491939999999,5833.0,16,0,1,0,0.0
141850,0,0.738775374,44y,0,0.7451281559999999,10416.0,6,0,2,0,2.0
60554,0,0.103454953,66y,0,864.0,,9,0,0,0,0.0
125201,0,0.868027407,38y,0,1.00979804,5000.0,11,0,1,0,0.0
92433,0,0.9999999,39y,0,1574.0,,3,0,2,0,0.0
11051,0,0.215469834,51y,1,0.716656669,5000.0,15,0,2,0,2.0
53833,0,0.0,74y,0,0.153185185,6749.0,5,0,1,0,0.0
51753,0,0.652806287,54y,0,0.433087187,7718.0,24,0,2,0,2.0
127704,0,0.9999999,53y,0,0.632486388,1101.0,2,1,1,0,1.0
122038,0,0.014069551,48y,0,0.0603030779999999,6400.0,5,0,0,0,3.0
124268,0,0.161088468,78y,0,0.151522593,8143.0,8,0,1,0,1.0
6929,1,0.7860348840000001,25y,0,0.480584391,2600.0,9,1,0,0,0.0
79851,0,0.004908992,58y,0,1113.0,,8,0,1,0,0.0
83940,0,0.109971539,42y,0,0.226788661,6666.0,7,0,1,0,2.0
101224,0,0.292141572,30y,0,0.163278907,3000.0,5,0,0,0,3.0
80912,0,0.0,62y,0,0.372214941,4577.0,11,0,2,0,1.0
37654,0,0.620120355,72y,3,0.362675247,4350.0,11,0,1,0,0.0
15411,0,0.267829928,51y,0,0.536963957,3800.0,15,0,2,0,0.0
44576,0,0.0,28y,0,0.180409795,2000.0,7,0,0,0,0.0
143454,0,0.890671222,37y,0,2.260956175,501.0,8,0,0,0,0.0
137718,0,0.243506113,52y,1,0.016259456,11500.0,4,0,0,0,1.0
115724,0,0.182426098,45y,0,0.2651381539999999,1700.0,4,0,0,0,1.0
106006,0,0.002243542,45y,0,0.419012215,5648.0,8,0,2,0,3.0
20478,0,0.6511997660000001,55y,0,0.601693561,6258.0,8,0,2,0,0.0
808,0,0.975146408,33y,0,0.332280979,3800.0,4,0,0,0,2.0
76924,0,0.00371995,47y,0,0.251623544,9700.0,9,0,1,0,0.0
30954,0,0.010873246,74y,0,0.070041609,2883.0,7,0,0,0,0.0
129707,0,0.4307950229999999,61y,0,0.140514383,11158.0,14,0,2,0,0.0
21263,1,0.185868386,38y,0,0.430214486,3216.0,11,0,1,0,3.0
14163,0,0.0116883989999999,79y,0,5.0,,4,0,0,0,0.0
11403,0,0.188636897,45y,0,0.332234239,7581.0,14,0,2,0,2.0
71266,0,0.30720095,59y,0,0.218169698,10500.0,15,0,1,0,0.0
24449,0,0.0154973819999999,72y,0,0.590049054,2853.0,11,0,1,0,0.0
111560,0,0.008639515,63y,0,989.0,,9,0,1,0,0.0
10661,0,0.022392057,34y,0,0.399371518,7000.0,8,0,2,0,2.0
16850,0,0.015543861,53y,0,0.296725901,17500.0,25,0,3,0,3.0
42307,0,0.757467351,45y,0,0.298720417,8830.0,11,0,1,0,0.0
84960,1,1.140465004,51y,5,0.042715534,15333.0,7,0,0,0,1.0
125575,0,0.0,38y,0,0.626580227,3084.0,4,0,1,0,3.0
23909,0,0.180363796,41y,0,909.0,,9,0,2,0,0.0
133682,0,0.9999999,63y,0,2.556068602,1515.0,3,0,2,0,1.0
20525,0,0.139255972,55y,0,0.03224194,4000.0,3,0,0,0,0.0
133394,0,0.29714897,63y,0,0.772250423,2954.0,10,0,2,1,0.0
106990,0,0.1132937409999999,43y,0,187.5,1.0,11,0,0,0,2.0
74936,0,0.645553051,42y,0,0.529901961,2039.0,12,0,0,0,2.0
95964,0,0.0,62y,0,0.02707152,10933.0,6,0,0,0,0.0
145890,0,0.301324655,49y,1,0.201248545,9450.0,12,0,0,0,3.0
79218,0,0.82256518,60y,2,0.46057971,3449.0,17,0,1,0,0.0
44828,0,0.994361114,51y,0,0.628670666,3166.0,8,0,0,0,0.0
104936,0,0.7339115940000001,37y,0,0.219825739,7000.0,10,0,0,1,0.0
